标题,昵称,地区,评论内容,情感得分,来源文件
当物理老师在课上突然掏出VisionPro,hyggewith,未知,@南-夢芽,0.94,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,3900770895,未知,好像老师比学生爽,0.98,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,AirshipAssassin,未知,广告吗,0.32,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,Pases,未知,哎京✌🏻,0.47,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,梦游小熊,未知,厉害👍,0.34,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,镜选,未知,居然没有人说兰花指,0.11,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,Tiko_Tsui,未知,公开课？,0.62,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,哈哈财貌双拳,未知,[支持],0.63,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,双层芝士厚牛堡,未知,唉 北京,0.54,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,Franky_22,未知,太酷炫了,0.9,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,冰水晒太阳,未知,有个屁用,0.5,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,阿巴三,未知,学生桌上没有堆成山的学习资料不是很认可[藏狐],0.99,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,interesting5319,未知,兰花指？[doge],0.38,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,杯具本人,未知,不愧是北京。,0.98,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,0秋名山山神0,未知,@大耳朵TV,0.36,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,咲笑saki,未知,有个一体机就行,0.52,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,微微蚍蜉,未知,这就是京爷吗,0.5,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,是你的安月吖,未知,@克其米拉 哇,0.95,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,Troy先生,未知,太爽了,0.59,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,-南音雨阁--,未知,天才,0.5,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,笔耕赤峰云,未知,@醉里浪-妙,0.99,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,-笠-笠-笠-,未知,666，听懂了,0.56,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,Trotws,未知,转一圈属于衰变周期，转半圈属于时空弯曲。,0.58,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,热河ye,未知,这种学校也不简单呀,0.94,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,神父_priest,未知,老师是玩开心了[doge]但是下面的真的能有更高的效率吗[doge_金箍],0.99,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,九点酝酿十点就睡,未知,matlab也可以仿个简易模型吧…,0.96,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,B卷M,未知,买！,0.51,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,铛宕凼,未知,不错，落地了,0.97,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,懒训Y,未知,听懂了哈哈哈,0.89,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,魔法少女magicc,未知,我用华为三折更加清晰明了,0.96,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,bili_1330969586,未知,这个可以呀，这个怎么下载呀？,0.38,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,Fjell652,未知,这个好,0.66,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,从未充满遗憾,未知,@神秘特工3339,0.98,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,neg2sode,未知,太帅了,0.5,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,鱼米火,未知,好像看懂了,0.49,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,Nemo-Lanlv-Mvgux,未知,苹果牛逼,0.86,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,幻星晞,未知,真不错,0.86,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,洛亚xs,未知,好[星星眼],0.68,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,bili_36724447,未知,测,0.75,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,盐系章鱼烧,未知,去年看到手术医生戴visionPro做手术，visionPro的意义非凡,1.0,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,qisq又被注册了,未知,不错，有点意思,0.86,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,对着大海大声说23333,未知,答案是D不,0.52,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,到码头整点夹菜面包,未知,感觉很有意思啊,0.91,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,mgccsl,未知,此时学生脑子里都在想买一个 完全没有心思听课,0.44,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,啊噗主的爸爸,未知,无敌,0.91,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,dqzzq,未知,突然听懂了👀，我高中物理很差,0.25,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,jkzleond,未知,厉害,0.36,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,立夏立夏立w,未知,话说这样搞需不需像校方报备啊[笑哭],0.09,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,紫背景_白字母R在走路,未知,很好玩,0.87,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,不万能的楠哥,未知,牛逼！,0.69,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,Aismiii,未知,很有意思啊，像我这种空间思维不行的人看懂了，就是晕晕的,0.71,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,不沾因果_庆云子,未知,虽然挺直观，不过现在孩子用了太多多媒体，空间直觉普遍变弱了。用来启蒙和辅助挺好，不能依赖。,1.0,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,雪花Snow_Official,未知,教育差距,0.78,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,눈_눈点点点,未知,应该来个魔法棒。,1.0,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,可可君Cocoa,未知,看着就好,0.71,B站vr课堂评论数据1.csv
居然能用VR学语文？ #vr  #网课,奶昔不是冰淇淋💫,未知,为啥我都初一了？却没有学过这篇课文？[看]我怀疑我的课本是假的,0.54,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,Mitleid,未知,妈妈我出息了，竟然刷到小篮没过万的视频。[恐惧][看],0.6,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,卿瑶🧃,未知,小蓝姐，你啥时候改行当老师了[捂脸][捂脸],0.02,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,VR玩家一号,未知,周四五六晚6到8点直播游戏，周六晚9点到8点直播vr问题答疑。顶我上去,0.01,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,游鱼终归海,未知,唉，这年头翻视频都要再上一遍小学的课[看],0.98,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,用户2640756340159,未知,这课文我记得，我还把所有的俑改成了桶[泪奔][泪奔][泪奔],1.0,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,VR玩家一号,未知,vr可不是只能玩游戏的哦！,0.62,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,东梦东,未知,如果真的可以这样上课的话，我可你会爱上学习的。,0.99,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,软桃兔^,未知,要是真的能这样，我肯定很愿意学@钢琴🎹,0.95,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,信风港,未知,你是语文老师吗[呆无辜],1.0,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,军少💯,未知,我们四年级上册的书不是小的，我们四年级是大的那种书。,1.0,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,用户5800014193379,未知,哎呀妈呀，跑错班了，我是五下的[看][看][看],0.59,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,杨枝甘露加椰果^,未知,我去过西安看兵马俑真的[微笑],0.71,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,叹缘,未知,大哥呀，我才三年级,0.45,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,张艺轩,未知,我还去过大唐不夜城,0.89,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,.奶茶.℡,未知,要是这个能用到网课上面我们就惨了[黑脸][黑脸],0.38,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,无敌的虾仁,未知,做为一个下册，这篇我竟然没学过[泣不成声],0.48,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,⭐️混世小仙女❤️🥕,未知,不，我不要上网课[捂脸],0.07,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,黄绮秦丝(迷你玩家) 可加好友,未知,我才二年级！😡😡😡😡😡😡😡,0.75,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,秦/.✨,未知,我终于看到这个景象了，我终于看到这个景象了，我终于看到这个景象了，哈哈哈哈哈哈哈哈,1.0,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,。 。。。。。,未知,我刚上完课，你给我看这个。[泪奔],1.0,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,屋顶拾荒人✨,未知,你知道为什么你没火🔥，因为你说[捂脸][捂脸]是网课。,0.0,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,冬日阳光☀️,未知,我是5年级下册了[抠鼻][晕],0.4,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,irritable_yzzz🏐🏸,未知,兄弟我三年级下册。,0.89,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,蝶随夏,未知,而且我用的是人教版,0.78,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,染指的青春,未知,姐姐你戴在眼睛上面的那个要多少钱？,0.95,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,难追っ,未知,我的版式不一样的[捂脸],0.02,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,包老爷🏃,未知,背不来，不用考了吧。,0.63,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,Z。🌻,未知,我已经去过了,0.51,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,用户0144821227520,未知,饶了我吧,0.75,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,呼呼.,未知,小学语文书当时让我擦屁股了，现在去太平洋捞还来得及吗,1.0,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,島莓穗,未知,我卫衣上的图案和小兰衣服上的图案一样[白眼],0.98,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,Speechlessness😅,未知,我都六年级了[捂脸],0.27,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,小吴,未知,我觉得用来上课也很不错的。,0.99,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,飛,未知,如果现在课也能这样讲就好了。[捂脸][捂脸][捂脸][捂脸][捂脸][捂脸][捂脸][捂脸],0.0,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,凉爽的夏天,未知,回顾课文，我已经五年级了，但是还是有点想看真实的场景,1.0,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,桥松,未知,和我以前学的那个版本不一样呢,0.69,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,✨樱花🌸小梦✨,未知,复制的不够好明明第三个坑里有一个大洞不要问我为什么记得那么清我去玩的时候拍下来了当时我还以为那洞里到底有个啥不要问我为什么当时我那么沙雕当时我才五岁对小兰姐姐能翻我吗？,0.27,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,jj.,未知,秦兵马桶？？？[发呆][发呆][发呆],0.16,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,用户8511621476709,未知,你应该教历史[捂脸],0.18,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,2095018132,未知,我记得还有断头马俑呀[捂脸][捂脸],0.0,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,幼儿园在逃小盆友,未知,喜欢小蓝的第42年 哼,0.84,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,一枝花,未知,我就在西安,0.2,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,ⅠDémonn,未知,钉钉折磨我们也就算了！打开抖音，为什么还有人折磨我们？[泣不成声][泣不成声][泣不成声][泣不成声][泣不成声],0.0,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,Sheley星韵,未知,我已经初三了，四年级的书早就扔了。。。[捂脸],0.35,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,焜烨,未知,逃过了网课，没逃过小蓝姐你[捂脸][捂脸][捂脸],0.0,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,无七,未知,[赞]sfff,0.91,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,张雪,未知,我现在的课文不一样了，第一课是短诗三首[捂脸][捂脸][捂脸],0.0,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,天知宝贝,未知,我们去过兵马俑[耶],0.46,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,余额宝,未知,什么时候我也能用VR上课[泣不成声],0.9,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,用户8487870923441,未知,小蓝，如果你真的是我的老师就好了,0.99,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,Cyi7,未知,他们说兵马俑里面有人要偷兵马俑，所以装扮成兵马俑的样子，去，偷兵马俑，但是我在语文书上看到的是里面还有好几个兵马俑都没头[捂脸][捂脸][捂脸][捂脸],0.0,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,沂,未知,？？？有这课文吗？[疑问][疑问][疑问],0.34,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,北雨尘,未知,有些兵马俑头全掉了[看][看][看],0.68,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,提灯,未知,不科学，我去西安看兵马俑的时候，他们是没有头的[吐血][吐血],0.06,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,zᶻ .,未知,如果我们老师也用vr给我们上课，我准能听进去[呲牙],0.95,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,我是搞笑女(喜欢文轩、严霖、琪𨫎,未知,我才三年级呢。,0.73,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,嘻嘻,未知,要是真的能这样就好了,0.73,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,木子水,未知,这个地方我也去过呀西安兵马俑  ,0.34,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,已婚正太,未知,小蓝姐姐你的这个游戏地方我来过,0.97,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,用户6718307503845,未知,这个是我们考试的题目，刚开始我不认识那两个字，我就把它当成马桶了。[捂脸],0.17,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,记忆骨钉',未知,我都五年级了，还要讲一遍啊。讲一讲五年级的吧。,1.0,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,虾仁鱼,未知,不听不听，不上课啊啊啊啊啊！[泪奔][泪奔][泪奔][泪奔],1.0,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,月亮湾下的梦,未知,现在应该是下册课本,0.94,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,蓝月亮,未知,福建色彩缤纷你房间色彩丰富避风港尺寸ｖ rv 复古也有一些[凋谢]亮点的设计u高速列车将参加这次会议是我们自己安排好时间,1.0,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,关你西红柿𓆡𓆝𓆟𓆜𓆞,未知,3小时前的，还热乎吗？[呲牙][呲牙][呲牙],0.3,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,花海世界里的小姐弟,未知,不对啊?我们学的第一课是“古诗三首,0.89,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,烟花べ,未知,我在想，我能不能跳到这个坑里[看],0.03,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,用户1450834616936,未知,这是我上过最好的语文课了[捂脸],0.85,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,川崎仁仁菜,未知,什么时候直播,0.33,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,▁空印う,未知,[赞][赞][赞],1.0,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,火影 启动！,未知,我才二年级,0.77,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,人生若只如初见,未知,这得需要学校买了,0.95,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,哈登登,未知,我不上，我不上。,0.21,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,兴,未知,@有病,0.78,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,。。。,未知,没过百？[呲牙][呲牙][呲牙],0.31,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,不锈钢盆,未知,我找不到这本书。,0.3,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,美雪飄動,未知,我还在学天都风的，还没学到这里,0.62,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,宋栀姩🐟,未知,221,0.5,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,分达 (-^〇^-),未知,你身高多少啊？,0.33,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,TT,未知,我是二年级,0.85,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,铜仁福润,未知,我才三年级[捂脸],0.1,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,恒守,未知,我哪里有啊？,0.53,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,用户7910698106654,未知,我初一。,0.83,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,多说无益,未知,感觉和课本上的有差距呀！[捂脸],0.15,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,陈杰,未知,这个VR是什么牌子的？,0.45,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,娜娜🌸💃🍾️🌸💃🍾️,未知,再说了，我还在一年级一年级都没读完，还是让我去四年级。,1.0,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,滚好不送#,未知,哦，我的书是新版的,0.73,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,小猪,未知,几点直播,0.26,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,蜂晴,未知,小蓝我才高年级，你认错了吧。[捂脸][捂脸][捂脸],0.0,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,萌探十八楼,未知,直播,0.33,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,心碎白,未知,0,0.03,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,猫猴,未知,这课我都会背了，是不是第14课？,0.7,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,冬天的被窝,未知,下,0.5,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,兔子小姐,未知,你用的什么啊,0.53,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,樊✨,未知,我还记得这篇课文要背的。[捂脸][捂脸],0.07,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,匿名用户,未知,如果小蓝姐姐是网课老师，我愿意每天早上5:00等待直播[泣不成声],0.99,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,沙雕小QQ,未知,好羡慕，被小兰翻的那些人😭,0.99,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,雾霾,未知,我小时候一直以为叫秦兵马桶[呲牙],0.9,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,纯情小卤蛋,未知,讲的好[赞][赞][赞][赞][赞],1.0,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,用户8252732585934,未知,857857857857,0.5,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,瑶瑶是我小名,未知,哇下课了,0.72,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,dynfz47ez9kf,未知,差点听成马桶[黑脸][黑脸][黑脸],0.01,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,HHHxy💟,未知,是考试,0.9,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,草莓果酱✨(已有闺蜜),未知,小蓝姐姐，可不可以拍一下王者啊！,0.96,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,求佛,未知,我是六年级的而且还是下车上六年级的时候再叫我,0.98,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,Ainstey,未知,要是上课都这样谁不喜欢,0.93,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,呆萌的果冻,未知,如果真是这样，我都特别喜欢学习,0.94,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,本帅帅到爆炸,未知,你的衣服我也有,0.56,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,冷,未知,[黑脸]你们谁跟我组团揍他？[黑脸][黑脸][黑脸][看][看][看][看],0.18,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,用户8399341589139,未知,"我想问,家里能玩吗?",0.7,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,用户5122402035528,未知,你这是你这是拍抖音还是讲课呀你？,0.06,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,鏋諭,未知,痛苦的回忆[大哭],0.99,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,是点点呀,未知,看个抖音还能学习[黑脸],0.27,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,研,未知,我前几次划到这个视频只是点了一个赞就划走了，因为这是四年级的。今天我看完这节课之后，我感觉好有意思。好喜欢下次再多拍几个呗。,1.0,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,不知名的宝ZH,未知,如果真的是这样上网课那[思考]该多好,0.99,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,……,未知,呃，好像有的书不是这个版本的。,0.49,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,老阔,未知,我这个地方，那你想去参观可以叫导游的。,0.57,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,用户3127566657280,未知,为啥我的课本不一样[看],0.14,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,研,未知,我喜欢看你玩小忍那个,0.67,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,用户7565058760388,未知,我没有这种书[泣不成声],0.6,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,爱笑的女人,未知,冷吗？,0.32,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,？？？？？？,未知,我也要，我也要给我上课吗？养水。,0.9,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,@人参,未知,我喜欢你❤️😘,0.68,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,小狗“天眼”😝,未知,我去过,0.51,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,香甜欧金金,未知,兵马桶,0.5,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,冰城泡姐🍹,未知,我学到这也不是这样的书啊！,0.68,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,張學良,未知,看到了@[尴尬],0.3,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,天凉好个秋,未知,你怎么知道我是四年级的，可是我已经学到下册了,0.99,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,👀窝喜欢💕,未知,[流泪]欺负我二年级呀。 ,0.92,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,九星,未知,我是不是跑错班级啦？我现在才一年级呢[捂脸][捂脸],0.02,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,白楚迎,未知,可是我是五年级,0.89,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,0.5℃,未知,我是六年级的[泣不成声][泣不成声],0.85,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,Tivera,未知,我们读下册了。,0.92,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,雪雪[沫],未知,你怎么知道我是四年级？,0.89,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,陪她听网易,未知,小蓝，我把你所有视频看了一遍，快夸我[害羞],1.0,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,用户1824401244882,未知,18小时没过10000赞而且是真小蓝！！！[玫瑰],1.0,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,追梦,未知,上网课就算了，又多了一个老师，唉唉,0.96,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,用户6666299049436,未知,应该是四年级下册吧[捂脸],0.55,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,老弟,未知,这是山东人山东人大人长这么高一点点了[捂脸],0.85,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,沙雕的子晨,未知,老子还真拿起了书和笔,0.95,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,凯夫人,未知,大姐我五年级[捂脸],0.11,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,用户3248106578152,未知,哦，谢谢，我去过西安了[泪奔][泪奔],0.99,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,苏玖.♡,未知,如果真是这样上课的话，我要爱死了[捂脸][捂脸][捂脸],0.0,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,马雪蕊,未知,我六年级了。,0.89,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,llidu.苏苏,未知,我才三年[捂脸],0.02,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,多说无益,未知,学过了[呲牙],0.66,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,和泉景,未知,我终于有理由跟我妈说买VR了[捂脸][捂脸],0.0,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,精神小伙,未知,哈，太好了，我的学费就不用费心了[思考],0.9,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,又鸟鸟鸟鸟鸟鸟鸟鸟鸟鸟鸟,未知,你把它弄烂不就行了吗？那才好玩呢,0.69,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,果冻娟,未知,我王者玩后羿差不多就几个人头。,0.8,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,肥,未知,我13岁，我不是四年龄级,0.51,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,Annie,未知,我见过兵马俑，我和我妈妈去看的！那边人可多了。！[666][666],0.9,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,倜泽竹,未知,早学过了。,0.68,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,☆_.盛夏゜,未知,我是不是跑错班了，我记得我是五年级[泪奔],1.0,抖音vr评论数据1.csv
