当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,～,广西,直接锁路中间啊
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,素与,河南,你难道让我镜说镜？[尬笑][尬笑][尬笑]
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,魔,广东,乱停车，扣款200元
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,音画,宁夏,乐奇带我去找美女
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,晴朗天,广东,戴一天会不会破产？
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,顾原,贵州,为啥把车停在路上[看]
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,绵绵,河南,如果真的可以随时拍照录像就好了[流泪]
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,过去式,浙江,滴滴的共享电动车传出哈啰共享电动车的解锁音
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,然然,山东,路人：这人傻了吧唧的对着空气自言自语说啥呢？[看]
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,A聪....Dacong💋,黑龙江,你停大道中间了
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,情绪,广东,盲人专用眼镜
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,刘鼻涕,河北,@我要每天都吃螺蛳粉 我靠这么高级
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,都很简单,广东,小公园吗[抠鼻]
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,@𝒄𝒉𝒆𝒏𝒈 7.,青海,高考给我搞进来那就牛逼[捂脸]
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,我八方来财日进斗金一夜暴富,云南,emmm在别人眼里是不是像个智障[泪奔]
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,7.！,河北,@关键词 真的假的，好智能[坏笑]
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,简洁,广东,@水墨不值当 @幻. @11. 要是他能弄上近视度数的话，那我是真想买[黑脸]
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,🌈🌈🌈曲美,山西,我再想卡里没有钱怎么玩这个眼镜
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,LᎭₑ搁꯭ོ浅࿚ᔉ,广东,共享单车锁在路中间
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,前生夙愿来世路,黑龙江,现在是眼镜👓，未来是隐形眼镜➕贴片式耳机
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,ℳ念宝꧔ꦿ᭄,广东,狗不吃你吃[捂脸]
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,……………,广西,青桔：原来我是嗨喽[看]
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,蜡毛小新,广东,麦当佬[疑问]
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,用户4000869395678,广东,有豪华猪肚汤一碗
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,M.&7,浙江,挺好的 是不是有点费电
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,幻,上海,得了吧，共享电车是凭什么让你用眼镜解锁？蓝牙？
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,开心。,福建,不久的将来将会实现，科技改变未来
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,白单纯,山西,车咋给人停大马路上了
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,A阳光下的猫,广东,麦当劳有穷鬼套餐？？[捂脸][捂脸][捂脸]
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,上庄吧,河北,乐奇，帮我叫救护车，车锁马路中间让人打了
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,bilibili(o^^o)干杯🍻,广东,不是小绿会说Holle？
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,我的名字叫巴浪鱼,广东,吃麦当劳配广东凉茶。
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,兔兔吐吐,广东,路人视角：这人为什么自言自语，是不是傻了[呲牙]
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,吃饭了没,广东,乐奇，开启泳装模式
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,tan90°,福建,我可以带去旅游翻译啥的吗[黑脸]
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,徐栀。。？,山东,@夹心饼干 你以后就叫乐奇了
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,星星✨,浙江,路人[宕机]:这个人在自言自语什么
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,── 展开 66条回复 ⌵,山东,乐奇，轰炸前方
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,𝟮𝟴🚌📸,广东,@G15.💤 再高科技点，是不是可以这样说，乐奇帮我把808恢复回来[憨笑]
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,时年快乐,广东,这眼镜是个危险物品，怕被黑客攻击
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,幻,上海,就这个视频要实现，你的工作量不比做一个鸿蒙OS低。我不信一个普通小公司可以做得出来
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,用户6897796309982,江苏,这不会是真的吧
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,脱缰的马,宁夏,以前的电影特效，现在终于实现了。科技让一切不可能变成可能。[赞][赞][赞]
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,老可乐,四川,车就锁路中间啊
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,28.6W人,广西,不知道用它打麻将能稳赢吗[捂脸]
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,能吃五碗面,四川,“乐奇，开启透视模式”[色]
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,海.,广东,这眼镜好高级[看]@林雾
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,Surprise,河南,多少r让我死心
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,灰原,广西,路人视角：这人在自言自语什么[黑脸]    [捂脸]
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,nh,黑龙江,停在路中间mo
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,饭米粒1991,江苏,[泣不成声]只有我觉得麦当劳肯德基贵嘛
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,打怪升级的CC,云南,@一只荷杉瑾的妖. @Mm.. @话就没少过 @相识那天^ @X^ @uki @明忆融 @沐瑾暖夏^O^ @芝士酒不加冰 @My 家人们这种眼镜[泣不成声][泣不成声][泣不成声]
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,9993117,河北,滴滴开锁说“hello”？？？
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,3dmax教学,浙江,乐奇，把首富的钱转我手机上
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,高空作业绳索&电升&国网证,广东,车子锁十字路口中间太没素质了
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,云中溪,江苏,看了价格，我死心了
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,运营官,广西,这车你锁在这里？
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,鐊矜,甘肃,方便是方便但是没钱啊[捂脸]
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,睡觉💤爱流口水,河南,@吧啦. @纯爱战士 这个世界更新这么先进了
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,乱七八糟,广东,艾特雷子看看[捂脸]
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,当有凌云之志,山东,路人：这个人在自言自语什么？
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,露泽,云南,有一天你看见有个人在对着一个东西说话[呲牙]
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,忆,浙江,这玩意上市了没有，感觉比小米的先进，可是小米的已经上市开卖了
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,用生命在耍帅,浙江,我还以为你要变身[捂脸]
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,布韦岛的极光,福建,[九转大肠]一定要指吗？
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,柚,河南,@某一天 我也是跟不上时代了
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,銘予長安,福建,能不能有点公德心 这样子停车吗？
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,笙,湖南,就这样停马路中间了
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,─=≡Σ((( つ•̀ 3 •́)つ,广东,真的很讨厌共享单车放路中间的人
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,爱玲,湖北,可以在路中间停吗？
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,桃里淘气,广东,这不是Rokid glasses吗[裂开]
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,KID.,广东,有了之后我要把它改名叫Friday[憨笑]
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,铁头,广东,这下好了，以后大家出门都 自言自语了[捂脸][捂脸][捂脸]
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,楼沐柒,河北,@13uo^ 虽然感觉我平时用不到这个眼镜，但是我想要
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,喜欢+热爱＝可爱的我⭐,江西,[机智]乐奇：余额不足
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,᭄ლ一见꧔ꦿ᭄倾心💞,重庆,这个眼睛戴着伤眼睛不，我觉得会伤眼睛更厉害
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,夺命神龟,江苏,@向南不难. 小学就想有一种眼镜，一看试卷题目答案全出来[捂脸][捂脸][捂脸][捂脸][捂脸][捂脸][捂脸]
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,福气兄,广东,能问它对面女子的腰围是多少么[捂脸]
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,𝟮𝟴🚌📸,广东,乐奇，我要回到2008年[憨笑]
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,It's  far away,新疆,那个不是滴滴青桔么 怎么说哈啰[看]
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,低头思玉,北京,ai眼睛得配上脑机接口才行啊，脑袋立刻想什么ai眼睛能识别
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,小凯,湖南,我想要给我买@加点菜芽ba^＿
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,无动于衷,海南,[泣不成声]，去银行门口让它把银行里面的钱都转到你卡里
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,㈠只猪╰つ 6047,广东,华菜土[看]
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,纸条.,贵州,@少骗⁵ @超级大鼻涕泡 @结冰 @待我如初 @Viash @Sunn @钵钵 以后不怕尬聊了[愉快]
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,沙道贵,上海,在人多的地方用语音好傻，环境比较吵，估计声音小了还不行[捂脸]
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,17.,广东,路中间锁车。[捂脸]
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,航仔不摆烂,河南,又有一个走路自言自语的 ren 了
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,武,四川,可以录像吗？能录多久？
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,1234,广东,这眼镜中考可以带去吗
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,%编程爱好者%,江西,看了这个之后还有没有人觉得华为遥遥领先[笑哭]
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,@小生不才,湖北,这玩意儿花了多少钱？
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,i可大天才,湖北,@I'II是大天才 送我
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,₍˄·͈˄初见,广西,@Rob @海妍味冰淇淋 @冰岛咖啡 [泣不成声]妈耶，孤陋寡闻了，世界已经进化成这样了吗？
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,＋7ｚ,河北,@没脸的猫 我靠
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,🌈尐 鮶,广东,麦当劳也很贵
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,凤铝系统门窗。,浙江,乐奇，帮我把马云的钱转一个亿给我[泪奔][泪奔]
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,么么么哈哈哈,云南,那个车停的让人难受，怎么停路中间啊[泪奔]
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,走遍中国,江苏,太假了，你那车子放那儿能锁起来，谁信啊
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,吾奶长衫造纸聋,四川,这才是科技应该做的
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,须尽欢,浙江,完了，麦当劳是穷鬼套餐[流泪][流泪][流泪]
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,momo,北京,假的，麦当劳取餐号手机点餐是35开头，自助点餐是39开头，车道40开头，人工1开头
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,聪聪冲🐾,湖北,@小懒懒 想想几百年后世界真的会是这样，就觉得自己出生早了[流泪][流泪][流泪]
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,樊不烦♡,广东,这样的眼镜我几年前就觉得有搞头，难不成真的成功了？
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,1.8,广东,到时候路上多一堆自言自语的人
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,右耳五笔陈,上海,停[疑问]马路中间？
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,一起晨跑吗,广东,@秋叶原 哇哇哇，还想要啊[舔屏]
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,选择性释怀,福建,这个眼镜好，适合我这种路痴[舔屏]
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,云岫归舟,广西,这个共享单车有奇怪了吧，不是只有取头盔才能解锁吗？[捂脸]
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,晨曦初露,广东,它不是青桔共享单车吗？为什么发出的声音hello？
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,肥牛卷爱撸串,湖北,哇！好方便啊
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,无为,广东,人才，车停马路中间
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,5⃣,广东,@用户244218672915 @XD @zhun @Eazin 这么方便
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,🍀🍰🍏⌯•ω<⌯ಣ,广西,@及时雨 考试带[泣不成声]
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,单巨兔,广东,几年前的产品？[思考]
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,悟悸,广东,停在路中间啊
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,不是本帅,广东,@煜の冬恋 @玖辞欢 [微笑]
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,薯片叽里咕噜,江苏,@幼稚園長 @O.O @豚帝 好棒
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,🍀耳朵～陈🍀,意大利,本来人可以动脑，现在就成白吃了
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,莫名其妙妙,四川,全世界都在自言自语[捂脸]
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,三十,上海,你车停马路上啊[微笑]
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,李不理.,河北,@与我情绪共鸣 @虛偽艺术家 这居然是真实存在的，世界进步为什么没有带上我
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,海洋,浙江,头盔为什么不戴
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,太阳，怕火,江苏,不去做牛马，没有钱支付，科技再发达也没用。
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,22624,河北,成钢铁侠了
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,不想起,湖南,不戴头盔[宕机]
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,稚,云南,青桔：滴嘟！哈啰～
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,cghjmj,湖北,你个老6把车停路中间
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,橘色,河南,这是真的假的
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,Nuyoah-,河南,@Cherish ☽ [发呆]
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,萝莉啰嗦,甘肃,头盔带上
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,🌈Missed.⚠,浙江,@🌈qzuser🌈🐻 @西兰花聪明蛋 @兰内酱 @88h @L同学. @啊巴啊巴 时代发展好快，我怎么感觉我还活在原始人世界[发呆]
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,辰ccc,广西,@早点睡啦 哇塞喜欢这个
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,舒洛辰,云南,这玩意真有？？？？
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,山西杏花村汾酒,山西,在马路中间锁车
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,用户9928644821729,广东,很好奇这眼镜过路口会提示往那边走？
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,素素,浙江,小米昨晚是不是出了这个眼睛
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,白桦林,广东,说实话，这太假了吧，那种路上不可能有共享单车停放点
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,白菜@,广东,怎么随便停车
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,五香瓜子,海南,停马路中间？
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,飒稣客,河南,麦当劳低消费？[看]
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,WL,吉林,@EMILY🌟 你给我买一个这个
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,-Alex-🦋,浙江,@桉蓠. @Live.. ?
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,@小吴先生,广东,停路中间，你是个人才
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,浴火,福建,那么牛逼吗？
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,看雾成山,江苏,我觉得钢铁侠的好些
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,屑耶,广东,在路中间锁车你真棒
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,沉默的大马猴,湖北,电动车放到路中间
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,ξ丌,内蒙古,带这玩意别人寻思我梦游说梦话呢 再给我送精神病院去[憨笑]
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,随便刷刷,福建,别推了6.1号发售，现在已经中旬了
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,小贝,广东,有了这个眼镜，以后我送外卖的效率就能提升一倍啦
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,情緒ᴸ,山东,你停大马路上啊[捂脸][赞]
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,十一,云南,这才是科技的真实意义[赞]
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,楠蹄,四川,@Lj. [微笑]
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,庞大伟大,天津,把车停马路中间然后锁车，你这素质没说的
