标题,昵称,地区,评论内容,情感得分
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,dynbgewmje5l,福建,这眼镜重吗？戴一天鼻梁会不会要压塌了,0.33
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,杜鹃,山东,这高科技Al眼镜。多少能入？,0.37
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,嘉森奎贸易商行,江苏,希望小米眼镜后期能更智能可以给盲人当眼睛辅助使用,0.98
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,周六影视,广东,这玩意根本不能叫ai眼镜[捂脸]完全就是个摄像头,0.0
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,接福,福建,这个身材我这辈子是不会拥有了,0.97
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,南开景美,河南,太震撼了，我眼睛能直接看清的画面，让一个机器人翻译了[泪奔],1.0
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,衡南崇雅,甘肃,趁着信息差，买来大学考试用 [色],0.58
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,那一幕,福建,在哪里卖，还有什么优惠活动吗,0.51
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,洪福齐运,广东,呀真的很懂玩家的心啊！！！真的一眼心动,0.35
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,小天莉姐姐,江苏,如果能根据近视程度调度数 3000我也买[叹气],0.96
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,双双吃饱啦,甘肃,简单的语音命令来控制眼镜,0.56
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,美兰,广东,姐姐好看，身材好完美。,1.0
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,夜来香,河南,小米Ai智能眼镜材质很轻盈,0.85
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,发hint哦,江苏,能开启透视功能岂不更牛了,0.54
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,笔仍传媒369,山东,这玩意要是常亮就好了，闪烁比较引人注目,0.06
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,看哦咯你,江苏,这不就是妥妥的“成人记录仪”,0.6
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,欣怡妹儿,河南,超级想冲这个小米眼镜到底怎么买呀,0.65
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,严姨,北京,近视眼怎么戴？戴的时候能自动纠正视力吗？,1.0
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,三竹,福建,镜片上会显示东西吗？,0.17
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,用户4766470033318,山东,小米眼镜这么棒，小米眼镜这么贵,0.99
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,呵呵呵zl,江苏,我的妈这么高级的吗，好想去试一下[吐舌],0.38
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,用户6306172651556,山东,怎么不发明近视眼的眼镜，可以调节度数，不用经常换眼镜,0.26
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,星星的泪水,福建,我觉得这一款小米眼镜真的性价比超高耶！,0.99
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,代驾小姐,福建,小米眼镜的镜腿内置了微型扬声器，太厉害了,0.34
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,城区柏晴芝,河南,镜片上会显示东西吗？,0.17
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,随心的人,北京,要是能调度数就太无敌了,0.84
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,从新来过,山东,实实在在给爬山者设计的眼镜,0.77
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,心律紊乱酒,福建,带着开车，就是行车记录仪,0.64
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,都考了,江苏,有了这个小米眼镜带来前所未有的便捷体验,0.99
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,贝贝了,甘肃,小米眼镜我觉得还可以[赞][赞],1.0
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,擦不过分,江苏,对于近视的来说，这个墨镜就值1000啦,0.97
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,月月 互 离异中,河南,有它，扶老太太过马路有用了！,0.57
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,月娥（想有个家）,北京,这个价位买到这个ai眼镜还不错了,0.93
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,琴儿,福建,要是能调度数就太无敌了,0.84
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,楼兰姑凉,江苏,近视眼怎么戴？戴的时候能自动纠正视力吗？,1.0
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,叫我宝宝(づ￣ ³￣)づ,福建,用线连接手机抖音直播 以后是一大趋势,0.02
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,乐乐妈妈。,北京,哇，网上流传的搓澡大爷拍的视频会越来越多的,0.59
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,a9865467566,河南,没有买过这几款小米眼镜的人来说一下呀,0.85
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,山长水阔,北京,以后大街上遇到自言自语的人会越来越多,0.82
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,紫格格,福建,哇塞，真的心动，这个小米眼镜好好看[大金牙],0.85
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,静静公主37,河南,能导航吗？,0.33
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,凤英,河南,高考可以带岂不是无敌了[暗中观察],0.98
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,瞪目哆口,江苏,对普通人来说实用性不大,0.92
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,月亮姐姐啊,河南,第一视角好，我就喜欢第一视角,0.98
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,心情11,福建,是不是能看到别人说话 有字幕的,0.22
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,慈成熙,北京,我就想知道我近视，换镜片也能这样吗,0.73
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,永德妥若妥,甘肃,可以打游戏吗,0.72
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,如意芳霏,北京,真打算入手的方便拍vlog 但是好多人说拍摄时间很短真的么,0.91
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,丽姐,山东,这眼镜重吗？戴一天鼻梁会不会要压塌了,0.33
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,肥娟（想有个家）,北京,能替代近视有度数眼睛就好了,1.0
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,奈斯都,江苏,和灵伴科技的AI眼镜哪个更先进？,0.83
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,漂泊妹妹,河南,最重要的一点是可以当墨镜，还能记录,0.66
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,大地红色集,甘肃,我就奇怪前天我男朋友为什么要带着眼镜“做饭”  我明白了,0.25
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,很好看啊,江苏,所以这个眼镜的作用到底是什么？[看][看],0.48
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,梦苑露,河南,平时想知道什么？跟小米说一声就行,0.68
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,无忧...,北京,发烫严重吗，会不会把头给炸了[泣不成声],0.17
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,井开岳典,甘肃,其实我想说能不能白天当行车记录仪,0.26
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,汤姆大大,河南,我的妈这么高级的吗，好想去试一下[吐舌],0.38
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,una,福建,眼镜功能挺多就是不好看,0.82
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,衡南崇伟百货,甘肃,小米Ai智能眼镜很有用,0.83
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,字琬百货,江苏,一直觉得这种语音唤醒傻傻的，喊不出来，没人的时候还行,0.73
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,昕榕乐,河南,眼镜里录的视频可以传到手机上吗,0.44
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,曦,江苏,这个功能太实用了～！你知道有些地方需要解释翻译的,0.19
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,小凤,福建,这个小米眼镜就是这个小贵，但是好看,0.83
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,涛屿澜传媒,江苏,这个身材我这辈子是不会拥有了,0.97
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,小小赛罗😊.,北京,这玩意要是常亮就好了，闪烁比较引人注目,0.06
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,永德是在感百货,甘肃,我也喜欢这款。这个分期付款买的,0.78
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,风潇袅,河南,是不是必须配小米手机才能用，续航怎么样,0.85
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,小小小娜,福建,带着开车，就是行车记录仪,0.64
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,韦雪.,福建,小米眼镜我觉得还可以[赞][赞],1.0
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,伯萍月,河南,设置度数吧，真的很需要[流泪],0.81
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,抱抱,福建,这玩意根本不能叫ai眼镜[捂脸]完全就是个摄像头,0.0
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,小意,福建,从现在开始 这款小米眼镜就是我的心头爱[大金牙],0.98
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,相英哲百货店,广东,这个眼镜搭配ai给盲人指路的功能 简直无敌啊,0.77
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,小丽,福建,你还真舍得花钱买这眼镜啊,0.11
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,大检查,江苏,买这个小米眼镜的都是生活有品质的人[大金牙],0.98
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,哆哆22,北京,这个身材我这辈子是不会拥有了,0.97
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,抱抱,福建,录像可以多长时间,0.2
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,好运莲莲,甘肃,我觉得这一款小米眼镜真的性价比超高耶！,0.99
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,zlj345879,河南,可以做一个长续航的盲人眼镜,0.67
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,悦悦,福建,可以链接华为手机吗,0.51
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,发布777,山东,这高科技Al眼镜。多少能入？,0.37
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,非流亥,河南,镜片上会显示东西吗？,0.17
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,空港睿迪,江苏,小米眼镜这么棒，小米眼镜这么贵,0.99
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,永德侣蓑衣,甘肃,那别人在我身边也可以操纵它,0.92
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,36921873938,北京,到货了，小米眼镜真的超级好看，戴上没有违和感,0.99
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,三竹,福建,以后大街上遇到自言自语的人会越来越多,0.82
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,宝藏穿搭圣地,江苏,小米Ai智能眼镜材质很轻盈,0.85
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,小小,甘肃,这个价位买到这个ai眼镜还不错了,0.93
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,二哥传媒,山东,太震撼了，我眼睛能直接看清的画面，让一个机器人翻译了[泪奔],1.0
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,代驾小姐,福建,这个功能太实用了～！你知道有些地方需要解释翻译的,0.19
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,恋人飞舞丶,山东,希望小米眼镜后期能更智能可以给盲人当眼睛辅助使用,0.98
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,小舞同学,河南,小米AI眼镜。太懂女孩子啦，,0.71
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,森林半d,江苏,小米AI眼镜好高级，也能拍出美景,0.77
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,小雨琪,江苏,我超级喜欢小米眼镜，关于小米眼镜的一切我都要下单,0.82
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,貂蝉很好,江苏,会不会有偷拍隐患啊[躺平],0.26
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,永德忘三里,甘肃,这就是传说中最强行车记录仪。哪里准备来车祸了，我就往哪儿看。,0.99
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,道,北京,想买，可惜配不了我的度数,0.51
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,花花双,江苏,怎么不发明近视眼的眼镜，可以调节度数，不用经常换眼镜,0.26
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,王琪格格,河南,这款眼镜大概能用多久？有电池的吗？,0.42
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,我热的69,山东,如果能根据近视程度调度数 3000我也买[叹气],0.96
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,昊日传递正能量（关注我）,福建,作为男生我真不敢带[微笑],0.59
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,不知道啊,福建,有近视和镜片防挂水功能吗？,0.7
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,柚子姐姐🧍‍♀️,江苏,有点儿贵，目前正在考虑买这个小米眼镜,0.64
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,桃隋信息,江苏,超级智能的小米ai眼镜，超级喜欢,0.74
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,恶魔😈,山东,实体店最后一个 被我拿下了,0.31
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,一起潮,江苏,戴着这个也不影响周围人的正常交流。,0.93
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,不在吗,福建,带这个度数会更加深么,0.55
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,智力1544,河南,做工挺好的，小米眼镜挺好看，但是比预期的小了一点点,1.0
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,苏慕云,河南,接听电话、播放音乐、查询天气都方便了很多,0.24
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,笔仍传媒369,山东,想买，可惜配不了我的度数,0.51
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,静态密码,山东,这不就是妥妥的“成人记录仪”,0.6
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,雅诗兰,山东,可惜啊，早几个月前买了雷鸟v3，现在看小米的都想买这款了,0.94
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,雨☔️,河南,日常能不能当近视眼镜使用,0.92
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,阿西吧777,福建,小米眼镜ai给人的感觉好高级，适合我带吗,0.84
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,茂琳传媒,江苏,行行行，现在就冲一款小米眼镜[送心],0.79
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,海德格尔丶,山东,你这脸型好适合这个眼镜,0.57
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,OK吗,福建,重不重？佩戴舒适度怎么样？能替换近视眼镜吗,0.2
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,牡丹花开,北京,买了一个记录一下牛马生活[泪奔],1.0
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,56395254505,河南,看到价格让我心动了,0.83
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,52513296329,山东,好棒将创新技术融入到日常生活中,1.0
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,我在这儿呢？,广东,我就奇怪前天我男朋友为什么要带着眼镜“做饭”  我明白了,0.25
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,粤粤穿搭,江苏,买这个小米眼镜的都是生活有品质的人,0.98
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,秋天的怀念,福建,我就想知道我近视，换镜片也能这样吗,0.73
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,晴天姝姝,福建,能替代近视有度数眼睛就好了,1.0
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,珊珊,江苏,相当于只要戴着眼镜都相当于玩手机是吗,0.95
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,依彤,河南,设计感真的很棒，可是我没有钱去买小米眼镜啊,0.86
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,小小,甘肃,系统，附近山上哪有百年野山参,0.99
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,是桃子啦,山东,不管怎么说，小米AI眼镜很强，而且又好看,0.91
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,小董不懂🐰,河南,小米的好优秀！太喜欢了[飞吻],1.0
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,突然发虎牙,福建,有链接吗？在哪里可以买到,0.38
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,23441870424,广东,平时想知道什么？跟小米说一声就行,0.68
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,小可爱哒哒,江苏,这个小米眼镜看起来好高级呀！,0.76
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,叫我宝宝(づ￣ ³￣)づ,福建,高考可以带岂不是无敌了[暗中观察],0.98
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,琴儿,福建,小米Ai智能眼镜很有用,0.83
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,逆袭不冷,江苏,能导航吗？,0.33
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,花卉节奏,北京,不连接手机能用吗,0.13
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,HNxinnian,河南,小米眼镜的镜腿内置了微型扬声器，太厉害了,0.34
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,钟祥绒琬,甘肃,有了这个小米眼镜带来前所未有的便捷体验,0.99
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,漯河市郾城区雁聪若百货店（个体工商户）,河南,就差不能Ai给我答题了,0.17
小米AI眼镜，到底是不是真的“解放双手的神器”？跟我一起实际体验一下吧！#小米AI眼镜 #智能穿戴 #数码评测,用户2552650360102,山东,拍摄续航多少时间,0.91
